Country	Number groups	Revenue	P/L before tax	Income tax paid	Income tax accrued	capital	accum_earnings	Number employees	Tangible assets	ISO2	Income tax as % of pretax profits	Sales share %	Employment share %	Profit total (M)	Sales total (M)	Employment (th)	Subject Descriptor	Units	Scale	Country/Series-specific Notes	GDP_USD	Estimates Start After	Reg	Inc	Year	ISO	TotTax (X)	CIT (AK)	CITnr (AM)	TTxsc (Y)	GDP_LCU	number_datapoints	CIT	population	G7	G24	G77	EU	OECD	G20	US	G7_noUS	OECD_noUS	G20_noOECD	All	TotTax (X) USD	CIT (AK) USD	CITnr (AM) USD	TTxsc (Y) USD	routine	residual	reallocation_residual_1	reallocation_residual_2	new_profits_1	new_profits_2	gains_1	gains_2	new_profits_3	new_profits_4	gains_3	gains_4	reallocation_0.8residual_1	reallocation_0.8residual_2	reallocation_0.2residual_1	reallocation_0.2residual_2	new_profits_5	new_profits_6	gains_5	gains_6	new_profits_7	new_profits_8	gains_7	gains_8	gains_1_tax	gains_1_%tot_tax	gains_1_%cit	gains_1_%gdp	gains_1_%pop	gains_2_tax	gains_2_%tot_tax	gains_2_%cit	gains_2_%gdp	gains_2_%pop	gains_3_tax	gains_3_%tot_tax	gains_3_%cit	gains_3_%gdp	gains_3_%pop	gains_4_tax	gains_4_%tot_tax	gains_4_%cit	gains_4_%gdp	gains_4_%pop	gains_5_tax	gains_5_%tot_tax	gains_5_%cit	gains_5_%gdp	gains_5_%pop	gains_6_tax	gains_6_%tot_tax	gains_6_%cit	gains_6_%gdp	gains_6_%pop	gains_7_tax	gains_7_%tot_tax	gains_7_%cit	gains_7_%gdp	gains_7_%pop	gains_8_tax	gains_8_%tot_tax	gains_8_%cit	gains_8_%gdp	gains_8_%pop
Romania	199.0	8447735711.0	302335888.0	79562204.0	87773575.0	2026418265.0	1011185166.0	57723.0	2857039116.0	RO	26.315831880335693						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	187807000000.0	2016.0	Europe & Central Asia	UMICs	1980.0	ROU	0.2572922296134008	0.020089713526012368	0.020089713526012368	0.16365014759660895	82.0	5.0	0.159999996	19753332.75	False	False	False	True	False	False	False	False	False	False	True	48321281767.00397	3772988828.179805	3772988828.179805	30734643269.67634	99224218.01082483	88057954.30000001	495648444.2440168	1247423788.7961423	709926377.9440168	1461701722.4961424	407590489.9440168	1159365834.4961424	594872662.2548417	1346648006.8069673	292536774.2548417	1044312118.8069673	162489335.99134013	162489335.99134013	99129688.84880337	249484757.7592285	360843242.85096836	511198311.7613934	58507354.85096836	208862423.76139343	737782878.425054	1856815902.8878345	435446990.42505395	1554480014.8878345	65214476.760680735	0.0013496015497919227	0.017284566620925305	0.000347241991835665	3.3014417154837195	185498528.88191944	0.0038388577889212063	0.04916487626373628	0.0009877082796803072	9.390745917643667	46805882.71062757	0.0009686390964609887	0.012405518500622765	0.0002492233128191578	2.3695182632220666	167089934.8318663	0.0034578953355902725	0.04428582814343374	0.0008896896006638	8.458822465382015	9361176.54212552	0.00019372781929219784	0.002481103700124554	4.984466256383159e-05	0.4739036526444136	33417986.966373254	0.0006915790671180544	0.008857165628686747	0.00017793792013275997	1.6917644930764026	69671516.72622067	0.0014418391685502771	0.018465868810916185	0.00037097401442023285	3.5270765499670262	248716796.1641335	0.005147148152306857	0.06592036379925392	0.0013243212242575275	12.591130788506232
Russia	341.0	36804373012.0	1967677309.0	789478666.0	632601009.0	13354059825.0	8355147214.0	171424.0	14969867653.0	RU	40.12236469816403						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	1281286000000.0	2017.0	Europe & Central Asia	UMICs	1989.0	RUS	0.3128223067875001	0.0359795624420128		0.2418626141935304	573.0	4.0	0.20000000300000004	144188494.0	False	False	False	False	False	True	False	False	False	True	True	400814842174.5289	46100109643.07681		309895181489.5718	645775940.0470815	844937235.0250001	2159398784.341808	4048279613.530617	3282138858.3168077	5171019687.505617	1314461549.3168077	3203342378.505617	2805174724.3888893	4694055553.577699	837497415.3888893	2726378244.5776987	1057521095.1623348	1057521095.1623348	431879756.86836165	809655922.7061236	2135176792.077778	2512952957.9155397	167499483.0777781	545275648.9155397	3214309394.6541595	6025947262.874191	1246632085.6541595	4058269953.8741913	262892313.80674624	0.0006558946579435142	0.005702639664897775	0.00020517847990748846	1.8232544533459532	640668485.3111507	0.0015984150732426747	0.01389733105347103	0.0005000198904156844	4.443270524145642	167499485.59027013	0.0004178974128840642	0.0036333858397975577	0.00013072763269892135	1.1616702619161148	545275657.0946746	0.0013604178281832247	0.011828077228370813	0.00042556904320711735	3.781686332715803	33499897.118054077	8.357948257681298e-05	0.0007266771679595126	2.614552653978431e-05	0.2323340523832233	109055131.41893491	0.00027208356563664495	0.0023656154456741627	8.511380864142347e-05	0.7563372665431606	249326420.87072822	0.000622048873035901	0.005408369368339916	0.00019459076339765533	1.7291700187306778	811654002.9496483	0.002025009848802519	0.017606335629866344	0.0006334682521698108	5.629117694714588
Serbia	76.0	805317314.0	2124611.0	6452463.0	9493991.0	1577781380.0	-529717142.0	9516.0	315989198.0	RS	303.70091277885695						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	38300000000.0	2016.0	Europe & Central Asia	UMICs	1990.0	SRB	0.3613517669007671	0.02355727467571939	0.02355727467571939	0.2420930638549377	1.5572850000000002e-07	5.0	0.150000006	7076637.25	False	False	False	False	False	False	False	False	False	False	True	13839772672.29938	902243620.0800526	902243620.0800526	9272164345.644114	697280.3210586649	-21574578.849999998	47249853.3881833	188415209.18930256	70949043.2381833	212114399.03930256	68824432.2381833	209989788.03930256	47947133.70924197	189112489.51036122	45822522.70924197	186987878.51036122	1141864.5431530683	1141864.5431530683	9449970.67763666	37683041.83786052	11289115.541848393	39522186.70207225	9164504.541848393	37397575.70207225	70332376.18866283	280459904.5736244	68207765.18866283	278335293.5736244	10323665.24867409	0.0007459418223925846	0.011442214739914825	0.0002695473955267386	1.4588377055322552	31498469.46583411	0.0022759383561898393	0.03491126871369772	0.0008224143463664259	4.4510504570280345	6873378.681321432	0.0004966395651193503	0.00761809618638432	0.0001794615843687058	0.9712775204524482	28048182.898481455	0.002026636098916605	0.031087150160167214	0.0007323285352083931	3.9634902719482272	1374675.736264286	9.932791302387003e-05	0.0015236192372768637	3.589231687374115e-05	0.1942555040904896	5609636.579696291	0.0004053272197833211	0.006217430032033443	0.00014646570704167862	0.7926980543896455	10231165.187546015	0.0007392581821827121	0.011339692473124103	0.0002671322503275722	1.4457665167938367	41750295.70605542	0.0030166894135204682	0.04627386082525147	0.00109008604976646	5.899736588314657
Slovakia	159.0	6168549532.0	415244002.0	56530897.0	92305505.0	1662866348.0	654495632.0	41391.0	2064626354.0	SK	13.613898509724894						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	89806000000.0	2017.0	Europe & Central Asia	High Income	1980.0	SVK	0.3295190039009558	0.032129273667959125	0.032129273667959125	0.18415477719767592	6154.0	5.0	0.21999999879999999	5428285.0	False	False	False	True	True	False	False	False	True	False	True	29592783664.329235	2885401551.0247374	2885401551.0247374	16538203921.014484	136279757.10953435	260397025.45000002	361923251.7888554	897737012.9014974	516770228.3388554	1052583989.4514973	101526226.33885539	637339987.4514973	498203008.8983897	1034016770.0110317	82959006.8983897	618772768.0110317	223171395.91237256	223171395.91237256	72384650.35777108	179547402.5802995	431835803.379678	538998555.6022065	16591801.379678011	123754553.60220647	538730185.829612	1336299962.481264	123486183.82961202	921055960.4812641	22335769.67271671	0.0007547708227137809	0.007740957117315011	0.00024871132967414994	4.114700991697509	140214796.47452143	0.004738141503177836	0.048594552264215975	0.0015613076684689378	25.830404349536074	18250981.418094926	0.0006167375676825708	0.006325283013594129	0.000203226748971059	3.3622002931118993	136130008.21989965	0.004600108248146626	0.0471788781604951	0.001515823087765847	25.077903650950468	3650196.2836190006	0.00012334751353651466	0.0012650566027188313	4.0645349794211975e-05	0.6724400586223827	27226001.643979955	0.0009200216496293261	0.009435775632099028	0.00030316461755316965	5.015580730190098	27166960.294331223	0.0009180265230363554	0.009415313540911836	0.00030250718542559766	5.004704118212515	202632310.20061094	0.006847355507311107	0.07022672810605754	0.0022563337661248794	37.328974105193616
Slovenia	63.0	1092639438.0	47613129.0	7335912.0	9743302.0	213469544.0	281702486.0	3849.0	347927929.0	SI	15.407330192476952						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	44727000000.0	2017.0	Europe & Central Asia	High Income	1990.0	SVN	0.3625433255813954	0.017762720930232557	0.017762720930232557	0.21742848837209305	821.0	5.0	0.17400000119999998	2064325.25	False	False	False	True	True	False	False	False	True	False	True	16215475323.279072	794473219.0465115	794473219.0465115	9724923999.418606	15626247.75816732	21518534.325	64107715.49815083	98707682.60448387	90202310.17315084	124802277.27948387	42589181.17315084	77189148.27948387	79733963.25631815	114333930.3626512	32120834.256318152	66720801.3626512	25589504.993466143	25589504.993466143	12821543.099630166	19741536.520896774	54037295.85126363	60957289.27253024	6424166.851263627	13344160.272530243	95425649.81036176	146928410.73208278	47812520.81036176	99315281.73208278	7410517.5752352625	0.0004570027968650824	0.009327586377460286	0.0001656833137754659	3.589801352880445	13430911.893257169	0.0008282774094186212	0.016905430631603043	0.0003002864465145699	6.506199492186209	5589025.199144359	0.00034467230147245255	0.007034881812444273	0.00012495864241161622	2.707434402182679	11609419.517166268	0.0007159469140259915	0.014612726066587032	0.0002595617751507203	5.6238325414884445	1117805.0398288711	6.893446029449047e-05	0.0014069763624888537	2.499172848232323e-05	0.5414868804365355	2321883.9034332545	0.00014318938280519835	0.0029225452133174075	5.1912355030144085e-05	1.1247665082976892	8319378.67837797	0.0005130517923476841	0.010471565911765393	0.0001860035029932249	4.0300716558003495	17280859.14056074	0.0010657016705364285	0.021751342557903203	0.00038636302771392537	8.37119012159578
Spain	529.0	78064998675.0	912033193.0	1150375652.0	1013471570.0	56478474337.0	18481757625.0	147905.0	17246023693.0	ES	126.13309042141407						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	1237766000000.0	2017.0	Europe & Central Asia	High Income	1980.0	ESP	0.3358109266753549	0.0230767902462446	0.0230767902462446	0.2210255221551547	98952.0	5.0	0.276000005	46495451.0	False	False	False	True	True	False	False	False	True	False	True	415655347467.2473	28563666355.933193	28563666355.933193	273577876455.89722	299321992.4170586	-381418583.9749999	4580256351.15362	4851425646.410582	5873708128.12862	6144877423.385582	4961674935.12862	5232844230.385582	4879578343.570679	5150747638.827641	3967545150.5706787	4238714445.8276405	490168960.4663531	490168960.4663531	916051270.230724	970285129.2821164	1705542223.1141357	1759776082.165528	793509030.1141357	847742889.165528	6817805551.337699	7221446610.880055	5905772358.337699	6309413417.880055	1369422306.9038737	0.003294610102452203	0.047942805725267816	0.0011063660715384602	29.452823393494423	1444265033.7506418	0.003474669681386564	0.05056301301638197	0.0011668320455971823	31.062501872508815	1095042481.3952332	0.002634496315439608	0.03833690212418312	0.0008846926490105829	23.55160468053602	1169885208.242001	0.002814555894373969	0.04095710941529726	0.0009451586230693048	25.161283159550404	219008496.2790466	0.0005268992630879216	0.007667380424836623	0.00017693852980211656	4.710320936107204	233977041.6484002	0.0005629111788747937	0.008191421883059451	0.00018903172461386093	5.032256631910081	1629993200.4300666	0.00392150181722011	0.05706526536609987	0.0013168831591997732	35.05704677281368	1741398134.8819623	0.004189524194727653	0.060965497677445114	0.0014068880021603132	37.45308621443337
Sweden	408.0	30183873648.0	2191495466.0	2663908333.0	387723150.0	95643966920.0	-16668069186.0	45381.0	5049209665.0	SE	121.55664359471687						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	514460000000.0001	2017.0	Europe & Central Asia	High Income	1980.0	SWE	0.4415604986426663	0.026431628822210042	0.026431628822210042	0.3445887611027271	584413.0	5.0	0.219999999	9871531.25	False	False	False	True	True	False	False	False	True	False	True	227165214131.70615	13598015763.874182	13598015763.874182	177277134036.90903	719231267.338392	1812804741.125	1770958577.149689	1671350222.781987	2149649302.0246887	2050040947.656987	-41846163.97531128	-141454518.34301305	2490189844.488081	2390581490.120379	298694378.488081	199086024.12037897	1177811358.9292862	1177811358.9292862	354191715.42993784	334270044.55639744	2251234341.697616	2231312670.8240757	59738875.6976161	39817204.8240757	2636108176.66116	2487839097.530537	444612710.66116	296343631.5305371	-9206156.032722317	-4.0526257807169186e-05	-0.0006770220150193009	-1.7894794605454875e-05	-0.932596554635059	-31119993.894008353	-0.00013699277863892296	-0.002288568746675877	-6.049059964624722e-05	-3.152499151943459	65712762.96868344	0.00028927299991707533	0.004832525870668748	0.00012773153008724375	6.656795314170072	43798925.10739735	0.00019280647908532137	0.0032209791390121678	8.513572504645131e-05	4.436892716861667	13142552.593736667	5.785459998341498e-05	0.0009665051741337481	2.5546306017448712e-05	1.3313590628340124	8759785.021479448	3.8561295817064175e-05	0.000644195827802432	1.7027145009290218e-05	0.8873785433723312	97814795.90084249	0.000430588795360769	0.007193313906923599	0.00019013100318944614	9.9087764019227	65195598.640374534	0.00028699639990907827	0.004794493532915261	0.00012672627345250266	6.60440584031728
Switzerland	469.0	296172949494.0	-6204428138.0	1731895858.0	1734043937.0	547418876685.0	309623427134.0	73146.0	42853576680.0	CH	-27.913867635805634						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	668748000000.0	2017.0	Europe & Central Asia	Tax haven	1980.0	CHE	0.2845123508860093	0.03257742411189681	0.03257742411189681	0.2174805164698422	199332.0	5.0	0.1790799978	8327600.0	False	False	False	False	True	False	False	False	True	False	True	190267065630.31696	21786087219.98277	21786087219.98277	145439660428.17404	-2036243643.6835046	-9418446389.0	17377160776.078033	9955262817.988018	20591179027.078033	13169281068.988018	26795607165.078033	19373709206.988018	15340917132.39453	7919019174.304514	21545345270.39453	14123447312.304514	-3334547595.4531965	-3334547595.4531965	3475432155.215607	1991052563.5976038	-1895359083.9210944	-3379738675.539098	4309069054.078905	2824689462.460902	25866260340.601402	14818612955.672113	32070688478.601402	21023041093.67211	4798557272.171839	0.025220114980357596	0.22025787484089737	0.007175434202677001	576.2233143008597	3469443802.165254	0.018234599827729916	0.15925043203641404	0.005187968864453059	416.6198907446628	3858340383.6224933	0.02027855094543335	0.17710111708740073	0.005769498202046949	463.3196099263285	2529226913.615908	0.013293035792805667	0.11609367428291736	0.003782032863823007	303.71618637013165	771668076.7244984	0.004055710189086669	0.035420223417480134	0.0011538996404093895	92.66392198526567	505845382.72318155	0.002658607158561133	0.02321873485658347	0.0007564065727646012	60.74323727402631	5743218822.192425	0.030185039135208622	0.26361864634988674	0.008588016445944398	689.660745255827	3764806152.8041115	0.019786956509430874	0.172807816052023	0.005629633513377403	452.0877747255045
Turkey	285.0	16494317354.0	554917587.0	289151525.0	255744216.0	8000760110.0	-670585429.0	48017.0	3424390496.0	TR	52.10711135742036						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	863390000000.0	2016.0	Europe & Central Asia	UMICs	1980.0	TUR	0.24878386468547	0.017030336322725603	0.017030336322725603	0.17580245449921778	7.0	5.0	0.20000000300000004	78889886.5	False	False	False	False	True	True	False	False	True	False	True	214797500930.78796	14703822077.678059	14703822077.678059	151786081190.07962	182119509.51231056	298088299.8	967760239.555296	1315399139.8041868	1224589526.755296	1572228427.0041869	669671939.755296	1017310840.0041869	1149879749.0676064	1497518649.3164973	594962162.0676064	942601062.3164973	298238461.9901516	298238461.9901516	193552047.9110592	263079827.96083736	673910019.4135213	743437799.4632995	118992432.41352129	188520212.4632995	1440530972.0147378	1957998607.5065503	885613385.0147378	1403081020.5065503	133934389.96007504	0.0006235379340061845	0.009108814650539159	0.00015512617700005215	1.6977384035160836	203462171.05276993	0.0009472278316605252	0.01383736622885602	0.0002356550006981433	2.5790653286434875	118992434.1984078	0.0005539749470211459	0.008092619291078799	0.00013782002825884918	1.5083357256244474	188520215.29110268	0.0008776648446754865	0.01282117086939566	0.0002183488519569403	2.389662650751851	23798486.83968156	0.00011079498940422917	0.0016185238582157597	2.7564005651769836e-05	0.30166714512488946	37704043.05822055	0.00017553296893509736	0.0025642341738791328	4.366977039138808e-05	0.4779325301503704	177122679.65978774	0.0008246030744876319	0.012046029850203269	0.0002051479397025536	2.2451886739599725	280616208.3105532	0.0013064221282582489	0.01908457588973128	0.00032501674597870396	3.557061884105426
Ukraine	131.0	3025045818.0	176375423.0	52332583.0	50020535.0	517028239.0	1867041368.0	23858.0	570006639.0	UA	29.671131107648712						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	93263000000.0	2017.0	Europe & Central Asia	LMICs	1980.0	UKR	0.3203229050728816	0.024605688385876928	0.024605688385876928	0.2581899950384187	1.0	5.0	0.1820000052	45065445.0	False	False	False	False	False	False	False	False	False	False	True	29874275095.812157	2294800315.9320397	2294800315.9320397	24079573507.268044	57885001.808000535	133624925.075	177486524.76263165	501896536.8423018	220237022.68763167	544647034.7673018	43861599.68763167	368271611.7673018	235371526.5706322	559781538.6503023	58996103.57063219	383406115.6503023	94792336.95359957	94792336.95359957	35497304.95252634	100379307.36846037	188174643.71412644	253056646.1300605	11799220.714126438	76681223.1300605	264192333.5818374	747083292.4490705	87816910.58183739	570707869.4490705	7982811.371229282	0.0002672135590111216	0.0034786518529770377	8.559462349730635e-05	0.1771381902748166	67025435.25666131	0.002243583653216646	0.029207523979897457	0.0007186712335723847	1.4872910997918984	10737291.156634798	0.00035941595644407707	0.004678965347045378	0.00011512916329771505	0.23825996074453049	69779915.04206683	0.0023357860506496016	0.030407837473965797	0.0007482057733727934	1.5484128702616125	2147458.2313269596	7.188319128881541e-05	0.0009357930694090755	2.3025832659543007e-05	0.0476519921489061	13955983.00841337	0.0004671572101299205	0.006081567494793162	0.00014964115467455872	0.3096825740523226	15982678.18254234	0.0005349980252669906	0.006964735916924837	0.00017137212166177734	0.3546548399231904	103868835.20741175	0.003476865459472599	0.04526268995445258	0.0011137196445258222	2.3048443260110214
